"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"36053","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36055","5","443142","78","0","2018","1","",124,1308,1283,1272,17024164,10490554,208266,1017,"",1.66,1.08,1.08,1.09,1.31,1.43,1.32,1.21,"",-2,-1.6,-21,-1.6,-20,-1.5,-24,-1.9,2636493,18.3,1193120,12.8,-24133,-10.4,172,20.4
"36057","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36059","5","443142","78","0","2018","1","",316,2846,2779,2747,33774747,22701114,482635,931,"",1.48,1.44,1.44,1.43,1.33,1.74,1.72,0.93,"",-5,-1.6,-42,-1.5,-139,-4.8,-135,-4.7,2613985,8.4,1019698,4.7,-65697,-12.0,103,12.4
"36061","5","443142","78","0","2018","1","",484,9122,9004,8971,168176008,87961222,1931981,1432,"",0.95,1.19,1.20,1.20,0.66,1.22,1.14,0.55,"",-14,-2.8,-151,-1.6,-146,-1.6,-134,-1.5,7275911,4.5,3876120,4.6,-220750,-10.3,83,6.2
"36063","5","443142","78","0","2018","1","",16,157,158,158,1699323,1243748,39076,829,"",0.83,0.71,0.73,0.73,0.87,1.01,1.30,1.20,"",-5,-23.8,-49,-23.8,-44,-21.8,-37,-19.0,-259279,-13.2,-261499,-17.4,-8313,-17.5,79,10.5
"36065","5","443142","78","0","2018","1","",20,193,190,190,1750556,1169778,17742,705,"",0.96,0.58,0.59,0.59,0.58,0.77,0.58,0.99,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36067","5","443142","78","0","2018","1","",94,1018,1014,985,12044437,7851848,200232,921,"",1.86,1.33,1.36,1.34,1.47,1.64,1.97,1.09,"",3,3.3,-207,-16.9,-199,-16.4,-208,-17.4,-1020559,-7.8,-875264,-10.0,-42717,-17.6,91,11.0
"36069","5","443142","78","0","2018","1","N",19,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0,"N",-5,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36071","5","443142","78","0","2018","1","",58,478,465,468,4360351,3157939,75007,713,"",1.40,1.05,1.05,1.07,1.00,1.19,1.32,0.94,"",-7,-10.8,-31,-6.1,-16,-3.3,-10,-2.1,337406,8.4,257834,8.9,857,1.2,81,12.8
"36073","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36075","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36077","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",-4,-44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36079","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36081","5","443142","78","0","2018","1","",383,2376,2384,2383,23110850,16531678,466389,747,"",1.81,1.09,1.12,1.13,0.92,1.18,1.48,0.83,"",2,0.5,76,3.3,65,2.8,3,0.1,2401482,11.6,1854519,12.6,47142,11.2,64,9.4
"36083","5","443142","78","0","2018","1","N",14,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",-2,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36085","5","443142","78","0","2018","1","",59,487,481,479,5036359,3508410,92998,803,"",1.51,1.29,1.30,1.30,1.27,1.75,1.94,0.98,"",-1,-1.7,-64,-11.6,-66,-12.1,-66,-12.1,-902762,-15.2,-281309,-7.4,-21432,-18.7,-31,-3.7
"36087","5","443142","78","0","2018","1","",45,509,503,499,5673140,3779060,80244,866,"",1.04,1.30,1.32,1.32,1.27,1.61,1.50,0.97,"",-7,-13.5,-78,-13.3,-85,-14.5,-97,-16.3,-2163919,-27.6,-980582,-20.6,-38640,-32.5,-155,-15.2
"36089","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36091","5","443142","78","0","2018","1","",17,158,149,153,1807964,1219950,23285,907,"",0.72,0.58,0.56,0.58,0.62,0.66,0.59,1.09,"",-3,-15.0,-29,-15.5,-31,-17.2,-25,-14.0,-4036,-0.2,50746,4.3,-4100,-15.0,140,18.3
"36093","5","443142","78","0","2018","1","",23,137,131,125,1303561,949112,19395,765,"",1.67,0.70,0.68,0.66,0.57,0.76,0.79,0.83,"",1,4.5,16,13.2,13,11.0,9,7.8,127882,10.9,166943,21.3,2738,16.4,1,0.1
"36097","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36099","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36101","5","443142","78","0","2018","1","",5,56,59,58,432593,412045,12948,577,"",0.59,0.49,0.53,0.52,0.27,0.55,0.95,0.52,"",1,25.0,-5,-8.2,3,5.4,1,1.8,-40243,-8.5,-23016,-5.3,-2112,-14.0,-50,-8.0
"36103","5","443142","78","0","2018","1","",277,2859,2837,2837,35625795,22546675,489886,963,"",1.32,1.41,1.44,1.44,1.43,1.64,1.54,1.00,"",-22,-7.4,-73,-2.5,-81,-2.8,-60,-2.1,-431827,-1.2,29898,0.1,-104607,-17.6,12,1.3
"36105","5","443142","78","0","2018","1","",4,14,12,9,118078,101532,2687,779,"",0.50,0.17,0.14,0.11,0.16,0.24,0.31,1.13,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36107","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36109","5","443142","78","0","2018","1","N",12,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36111","5","443142","78","0","2018","1","N",20,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",-3,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36113","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,0,"N",-2,-15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36115","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36117","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36119","5","443142","78","0","2018","1","",151,1622,1546,1531,17986360,12212134,271930,883,"",1.06,1.22,1.19,1.18,0.82,1.30,1.26,0.69,"",-2,-1.3,33,2.1,-20,-1.3,-32,-2.0,1061039,6.3,662617,5.7,-12810,-4.5,55,6.6
"36121","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36123","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36999","5","443142","78","0","2018","1","",73,603,585,704,7710006,5560737,150183,940,"",0.50,1.21,1.17,1.42,0.69,0.98,0.98,0.55,"",-2,-2.7,250,70.8,229,64.3,346,96.6,2369176,44.4,2199614,65.4,50875,51.2,-215,-18.6
"37000","5","443142","58","0","2018","1","",1124,12993,12861,12791,145277105,117324114,695234,868,"",1.02,0.95,0.96,0.96,0.96,0.93,1.02,1.01,"",-19,-1.7,81,0.6,164,1.3,284,2.3,12543078,9.4,7342830,6.7,-513919,-42.5,64,8.0
"37001","5","443142","78","0","2018","1","N",16,0,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,0,"N",-5,-23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37003","5","443142","78","0","2018","1","",4,14,13,15,81347,65970,328,447,"",1.79,0.48,0.47,0.54,0.40,0.34,0.31,0.80,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37005","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37009","5","443142","78","0","2018","1","",3,8,7,7,62051,45529,101,651,"",1.17,0.36,0.32,0.32,0.37,0.29,0.07,1.10,"",0,0.0,0,0.0,-1,-12.5,-1,-12.5,-4309,-6.5,-5771,-11.2,-249,-71.1,13,2.0
"37011","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37013","5","443142","78","0","2018","1","",6,35,35,34,344611,292864,2753,765,"",1.26,0.71,0.71,0.69,0.84,0.73,1.60,1.19,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37015","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37017","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37019","5","443142","78","0","2018","1","N",9,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37021","5","443142","78","0","2018","1","",33,391,383,375,3690633,3236976,15801,741,"",0.90,0.95,0.95,0.94,1.03,1.00,1.15,1.08,"",-2,-5.7,-5,-1.3,-9,-2.3,-12,-3.1,444583,13.7,302842,10.3,-14762,-48.3,103,16.1
"37023","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37025","5","443142","78","0","2018","1","",24,315,331,324,2969530,2639108,54987,706,"",1.26,1.31,1.42,1.40,1.46,1.48,4.95,1.06,"",-4,-14.3,-48,-13.2,-55,-14.2,-65,-16.7,-65391,-2.2,-171332,-6.1,-10270,-15.7,91,14.8
"37027","5","443142","78","0","2018","1","",8,28,29,29,255164,207021,1110,685,"",1.48,0.35,0.38,0.38,0.36,0.34,0.37,0.98,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37029","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37031","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37033","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37035","5","443142","78","0","2018","1","",18,752,729,734,10290533,9147465,28128,1072,"",1.03,2.72,2.70,2.74,4.12,3.56,1.61,1.52,"",-3,-14.3,-121,-13.9,-140,-16.1,-123,-14.4,-698726,-6.4,-770852,-7.8,-53405,-65.5,96,9.8
"37037","5","443142","78","0","2018","1","",6,13,13,13,79601,74959,673,471,"",1.00,0.28,0.28,0.29,0.22,0.22,0.46,0.78,"",0,0.0,-4,-23.5,-4,-23.5,-4,-23.5,-21942,-21.6,-25034,-25.0,-623,-48.1,12,2.6
"37039","5","443142","78","0","2018","1","",3,8,8,8,88851,75208,966,854,"",1.05,0.32,0.32,0.32,0.52,0.50,1.03,1.60,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37041","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37043","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37045","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37047","5","443142","78","0","2018","1","",5,13,12,12,67320,67320,280,420,"",1.16,0.27,0.26,0.26,0.19,0.21,0.23,0.73,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37049","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37051","5","443142","78","0","2018","1","",35,406,401,401,2737557,2525105,14959,523,"",1.42,1.08,1.09,1.09,0.84,1.04,1.02,0.78,"",0,0.0,24,6.3,20,5.2,33,9.0,200687,7.9,145270,6.1,-7219,-32.6,5,1.0
"37053","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37055","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37057","5","443142","78","0","2018","1","",6,51,53,51,359404,307331,2400,535,"",0.53,0.37,0.39,0.38,0.32,0.28,0.39,0.83,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37059","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37061","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37063","5","443142","78","0","2018","1","",47,778,754,760,16641591,8352657,32226,1676,"",1.41,1.22,1.21,1.23,1.70,1.28,1.19,1.40,"",1,2.2,80,11.5,55,7.9,76,11.1,3835523,30.0,1515421,22.2,-23868,-42.6,256,18.0
"37065","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.66,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37067","5","443142","78","0","2018","1","",40,402,390,368,3701349,2878803,25447,736,"",1.10,0.69,0.68,0.65,0.56,0.59,0.92,0.83,"",0,0.0,6,1.5,9,2.4,-6,-1.6,12239,0.3,-23119,-0.8,-18057,-41.5,-4,-0.5
"37069","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37071","5","443142","78","0","2018","1","",13,192,185,193,1631717,1444800,7626,661,"",0.76,0.83,0.82,0.86,0.84,0.78,0.42,1.01,"",1,8.3,21,12.3,22,13.5,32,19.9,530090,48.1,449150,45.1,-2897,-27.5,147,28.6
"37077","5","443142","78","0","2018","1","",3,4,4,4,57474,56140,224,1105,"",0.81,0.06,0.06,0.06,0.09,0.13,0.09,1.50,"",0,0.0,0,0.0,0,0.0,0,0.0,7428,14.8,6743,13.7,-176,-44.0,143,14.9
"37081","5","443142","78","0","2018","1","",80,929,922,891,9818772,7847229,35183,826,"",1.41,1.05,1.07,1.04,1.08,0.95,0.82,1.03,"",-3,-3.6,30,3.3,27,3.0,2,0.2,-57037,-0.6,-87708,-1.1,-33385,-48.7,-23,-2.7
"37083","5","443142","78","0","2018","1","",4,35,34,34,297502,265328,2827,667,"",1.01,0.73,0.72,0.72,0.87,0.89,2.47,1.20,"",-1,-20.0,-3,-7.9,-4,-10.5,-3,-8.1,1542,0.5,-6729,-2.5,-2135,-43.0,63,10.4
"37085","5","443142","78","0","2018","1","",4,27,28,26,204000,168881,1546,581,"",0.57,0.34,0.36,0.34,0.36,0.31,0.56,1.03,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37087","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37089","5","443142","78","0","2018","1","",11,27,26,25,232585,207834,1349,688,"",0.90,0.23,0.22,0.21,0.24,0.21,0.29,1.11,"",0,0.0,-11,-28.9,2,8.3,-11,-30.6,-26018,-10.1,-39598,-16.0,-1423,-51.3,79,13.0
"37091","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37093","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37097","5","443142","78","0","2018","1","",11,126,123,124,982454,811425,3052,608,"",0.52,0.55,0.55,0.56,0.43,0.35,0.25,0.78,"",-2,-15.4,20,18.9,14,12.8,18,17.0,211842,27.5,160828,24.7,-1932,-38.8,54,9.7
"37099","5","443142","78","0","2018","1","",8,52,51,52,512695,458976,1448,763,"",1.93,1.26,1.24,1.26,1.68,1.99,0.92,1.35,"",1,14.3,2,4.0,3,6.2,4,8.3,81712,19.0,63089,15.9,-1582,-52.2,82,12.0
"37101","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37103","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37105","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37107","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37109","5","443142","78","0","2018","1","",4,15,13,12,87751,78078,907,506,"",0.56,0.21,0.19,0.17,0.14,0.13,0.23,0.76,"",0,0.0,3,25.0,2,18.2,0,0.0,-26723,-23.3,-31782,-28.9,-1381,-60.4,-249,-33.0
"37111","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37113","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37115","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37117","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",1.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37119","5","443142","78","0","2018","1","",165,3311,3259,3246,35207187,30354592,201635,828,"",1.09,1.53,1.55,1.55,1.00,1.12,1.50,0.65,"",-4,-2.4,-50,-1.5,3,0.1,53,1.7,232625,0.7,775471,2.6,-151799,-42.9,5,0.6
"37125","5","443142","78","0","2018","1","",5,141,135,133,1532836,1082980,2326,865,"",0.49,1.27,1.24,1.22,1.72,1.44,0.72,1.38,"",-1,-16.7,-15,-9.6,-15,-10.0,-10,-7.0,34509,2.3,-50263,-4.4,-6055,-72.2,95,12.3
"37127","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,0,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37129","5","443142","78","0","2018","1","",48,510,540,525,5709670,4942165,29360,837,"",1.47,1.44,1.56,1.52,1.72,1.65,1.86,1.14,"",-3,-5.9,68,15.4,95,21.3,87,19.9,474356,9.1,667765,15.6,-17099,-36.8,-75,-8.2
"37133","5","443142","78","0","2018","1","N",19,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",-1,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37135","5","443142","78","0","2018","1","N",14,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37137","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37139","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37141","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37145","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37147","5","443142","78","0","2018","1","",24,364,370,377,4854234,4192240,42705,1008,"",1.59,1.51,1.56,1.60,2.19,2.82,5.01,1.40,"",0,0.0,17,4.9,32,9.5,41,12.2,1572835,47.9,1116312,36.3,-5730,-11.8,266,35.8
"37151","5","443142","78","0","2018","1","N",12,0,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37153","5","443142","78","0","2018","1","",5,50,54,53,373481,363434,1263,549,"",1.43,1.18,1.32,1.31,1.24,1.40,0.81,0.98,"",0,0.0,-5,-9.1,-3,-5.3,-4,-7.0,8596,2.4,1467,0.4,-1811,-58.9,51,10.2
"37155","5","443142","78","0","2018","1","N",9,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37157","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37159","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37161","5","443142","78","0","2018","1","",8,27,26,26,277439,238477,1761,810,"",1.56,0.47,0.46,0.47,0.67,0.56,0.51,1.42,"",1,14.3,-1,-3.6,-3,-10.3,-2,-7.1,-68853,-19.9,-71950,-23.2,-2630,-59.9,-130,-13.8
"37163","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",1.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",2.06,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37167","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",-2,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37169","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37171","5","443142","78","0","2018","1","",6,18,17,16,137783,137783,1305,623,"",0.84,0.20,0.19,0.18,0.20,0.20,0.35,1.06,"",1,20.0,-1,-5.3,-2,-10.5,-3,-15.8,-11583,-7.8,-11583,-7.8,-595,-31.3,18,3.0
"37173","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37175","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37179","5","443142","78","0","2018","1","N",22,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37181","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37183","5","443142","78","0","2018","1","",155,1851,1819,1786,20203380,16362973,83708,855,"",1.12,1.07,1.07,1.06,0.94,0.89,0.90,0.88,"",5,3.3,129,7.5,129,7.6,123,7.4,4074885,25.3,2575478,18.7,-61939,-42.5,122,16.6
"37189","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37191","5","443142","78","0","2018","1","",14,131,136,135,1049731,950724,6172,603,"",1.57,0.99,1.06,1.06,1.06,1.11,1.21,1.03,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37193","5","443142","78","0","2018","1","",9,28,21,27,245171,197595,1005,744,"",1.71,0.40,0.31,0.40,0.46,0.38,0.43,1.24,"",0,0.0,-1,-3.4,-10,-32.3,-2,-6.9,17693,7.8,4460,2.3,-1236,-55.2,154,26.1
"37195","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37197","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
